timeframe,capital,strategy,max_concurrent,ml_threshold,sizing_config,total_resolved,wins,losses,winrate,final_balance,max_dd_usd,max_dd_pct,blown
H4,50.0,BPR,3,0.0,weighted,15,9,6,60.0,0.0,351.6281599999984,161.5460664735079,True
H4,50.0,BPR,3,0.5,weighted,10,8,2,80.0,0.0,351.6281599999984,128.71386448153777,True
H4,50.0,BPR,3,0.7,weighted,5,3,2,60.0,0.0,351.6281599999984,267.2786929507139,True
H4,50.0,BPR,3,0.8,weighted,2,1,1,50.0,0.0,82.64300000000003,121.49362343342274,True
H4,50.0,BPR,3,0.85,weighted,3,3,0,100.0,266.7459400000007,0.0,0.0,False
H4,50.0,BPR,5,0.0,weighted,15,9,6,60.0,0.0,351.6281599999984,161.5460664735079,True
H4,50.0,BPR,5,0.5,weighted,10,8,2,80.0,0.0,351.6281599999984,128.71386448153777,True
H4,50.0,BPR,5,0.7,weighted,5,3,2,60.0,0.0,351.6281599999984,267.2786929507139,True
H4,50.0,BPR,5,0.8,weighted,2,1,1,50.0,0.0,82.64300000000003,121.49362343342274,True
H4,50.0,BPR,5,0.85,weighted,3,3,0,100.0,266.7459400000007,0.0,0.0,False
H4,50.0,BPR,100,0.0,weighted,15,9,6,60.0,0.0,351.6281599999984,161.5460664735079,True
H4,50.0,BPR,100,0.5,weighted,10,8,2,80.0,0.0,351.6281599999984,128.71386448153777,True
H4,50.0,BPR,100,0.7,weighted,5,3,2,60.0,0.0,351.6281599999984,267.2786929507139,True
H4,50.0,BPR,100,0.8,weighted,2,1,1,50.0,0.0,82.64300000000003,121.49362343342274,True
H4,50.0,BPR,100,0.85,weighted,3,3,0,100.0,266.7459400000007,0.0,0.0,False
H4,50.0,IC,1,0.0,weighted,8,2,6,25.0,0.0,70.6458079999993,132.2682347027469,True
H4,50.0,IC,1,0.5,weighted,13,9,4,69.23076923076923,590.8891000000003,75.25186399999984,21.159262682772905,False
H4,50.0,IC,1,0.7,weighted,0,0,0,0.0,50.0,0.0,0.0,False
H4,50.0,IC,1,0.8,weighted,0,0,0,0.0,50.0,0.0,0.0,False
H4,50.0,IC,1,0.85,weighted,0,0,0,0.0,50.0,0.0,0.0,False
H4,50.0,IC,3,0.0,weighted,8,2,6,25.0,0.0,70.6458079999993,132.2682347027469,True
H4,50.0,IC,3,0.5,weighted,13,9,4,69.23076923076923,590.8891000000003,75.25186399999984,21.159262682772905,False
H4,50.0,IC,3,0.7,weighted,0,0,0,0.0,50.0,0.0,0.0,False
H4,50.0,IC,3,0.8,weighted,0,0,0,0.0,50.0,0.0,0.0,False
H4,50.0,IC,3,0.85,weighted,0,0,0,0.0,50.0,0.0,0.0,False
H4,50.0,IC,5,0.0,weighted,8,2,6,25.0,0.0,70.6458079999993,132.2682347027469,True
H4,50.0,IC,5,0.5,weighted,13,9,4,69.23076923076923,590.8891000000003,75.25186399999984,21.159262682772905,False
H4,50.0,IC,5,0.7,weighted,0,0,0,0.0,50.0,0.0,0.0,False
H4,50.0,IC,5,0.8,weighted,0,0,0,0.0,50.0,0.0,0.0,False
H4,50.0,IC,5,0.85,weighted,0,0,0,0.0,50.0,0.0,0.0,False
H4,50.0,IC,100,0.0,weighted,8,2,6,25.0,0.0,70.6458079999993,132.2682347027469,True
H4,50.0,IC,100,0.5,weighted,13,9,4,69.23076923076923,590.8891000000003,75.25186399999984,21.159262682772905,False
H4,50.0,IC,100,0.7,weighted,0,0,0,0.0,50.0,0.0,0.0,False
H4,50.0,IC,100,0.8,weighted,0,0,0,0.0,50.0,0.0,0.0,False
H4,50.0,IC,100,0.85,weighted,0,0,0,0.0,50.0,0.0,0.0,False
H4,50.0,COMBINED,1,0.0,weighted,242,100,142,41.32231404958678,2126.813171999992,566.0262159999993,74.54930247285871,False
H4,50.0,COMBINED,1,0.5,weighted,122,95,27,77.8688524590164,4779.521563999995,209.86550399999942,22.916061374663858,False
H4,50.0,COMBINED,1,0.7,weighted,9,7,2,77.77777777777779,0.0,351.6281599999984,124.38704313991384,True
H4,50.0,COMBINED,1,0.8,weighted,30,29,1,96.66666666666667,2501.381032000002,82.64300000000003,21.668427433418973,False
H4,50.0,COMBINED,1,0.85,weighted,16,16,0,100.0,1456.1969320000007,0.0,0.0,False
H4,50.0,COMBINED,3,0.0,weighted,381,162,219,42.51968503937008,3157.7123279999905,802.4994879999986,72.60063470631398,False
H4,50.0,COMBINED,3,0.5,weighted,164,116,48,70.73170731707317,5188.355655999996,464.3274960000008,37.527842714221904,False
H4,50.0,COMBINED,3,0.7,weighted,11,9,2,81.81818181818183,0.0,351.6281599999984,101.84361100227856,True
H4,50.0,COMBINED,3,0.8,weighted,31,30,1,96.7741935483871,2519.403532000002,82.64300000000003,20.690713463609466,False
H4,50.0,COMBINED,3,0.85,weighted,16,16,0,100.0,1456.1969320000007,0.0,0.0,False
H4,50.0,COMBINED,5,0.0,weighted,381,162,219,42.51968503937008,3157.7123279999905,802.4994879999986,72.60063470631398,False
H4,50.0,COMBINED,5,0.5,weighted,164,116,48,70.73170731707317,5188.355655999996,464.3274960000008,37.527842714221904,False
H4,50.0,COMBINED,5,0.7,weighted,11,9,2,81.81818181818183,0.0,351.6281599999984,101.84361100227856,True
H4,50.0,COMBINED,5,0.8,weighted,31,30,1,96.7741935483871,2519.403532000002,82.64300000000003,20.690713463609466,False
H4,50.0,COMBINED,5,0.85,weighted,16,16,0,100.0,1456.1969320000007,0.0,0.0,False
H4,50.0,COMBINED,100,0.0,weighted,381,162,219,42.51968503937008,3157.7123279999905,802.4994879999986,72.60063470631398,False
H4,50.0,COMBINED,100,0.5,weighted,164,116,48,70.73170731707317,5188.355655999996,464.3274960000008,37.527842714221904,False
H4,50.0,COMBINED,100,0.7,weighted,11,9,2,81.81818181818183,0.0,351.6281599999984,101.84361100227856,True
H4,50.0,COMBINED,100,0.8,weighted,31,30,1,96.7741935483871,2519.403532000002,82.64300000000003,20.690713463609466,False
H4,50.0,COMBINED,100,0.85,weighted,16,16,0,100.0,1456.1969320000007,0.0,0.0,False
H4,100.0,FVG,1,0.0,weighted,106,60,46,56.60377358490566,2652.8156960000015,386.725711999994,34.47050517673984,False
H4,100.0,FVG,1,0.5,weighted,85,60,25,70.58823529411765,3414.5066000000006,325.16231999999945,27.811787773595842,False
H4,100.0,FVG,1,0.7,weighted,45,42,3,93.33333333333333,3599.405016000005,177.89262399999916,7.385806221527338,False
H4,100.0,FVG,1,0.8,weighted,25,25,0,100.0,2389.829592000002,0.0,0.0,False
H4,100.0,FVG,1,0.85,weighted,13,13,0,100.0,1289.450992,0.0,0.0,False
H4,100.0,FVG,3,0.0,weighted,114,64,50,56.14035087719298,2627.622271999998,429.540704,34.012047050686924,False
H4,100.0,FVG,3,0.5,weighted,89,64,25,71.91011235955057,3589.321799999998,325.16231999999945,27.811787773595842,False
H4,100.0,FVG,3,0.7,weighted,45,42,3,93.33333333333333,3599.405016000005,177.89262399999916,7.385806221527338,False
H4,100.0,FVG,3,0.8,weighted,25,25,0,100.0,2389.829592000002,0.0,0.0,False
H4,100.0,FVG,3,0.85,weighted,13,13,0,100.0,1289.450992,0.0,0.0,False
H4,100.0,FVG,5,0.0,weighted,114,64,50,56.14035087719298,2627.622271999998,429.540704,34.012047050686924,False
H4,100.0,FVG,5,0.5,weighted,89,64,25,71.91011235955057,3589.321799999998,325.16231999999945,27.811787773595842,False
H4,100.0,FVG,5,0.7,weighted,45,42,3,93.33333333333333,3599.405016000005,177.89262399999916,7.385806221527338,False
H4,100.0,FVG,5,0.8,weighted,25,25,0,100.0,2389.829592000002,0.0,0.0,False
H4,100.0,FVG,5,0.85,weighted,13,13,0,100.0,1289.450992,0.0,0.0,False
H4,100.0,FVG,100,0.0,weighted,114,64,50,56.14035087719298,2627.622271999998,429.540704,34.012047050686924,False
H4,100.0,FVG,100,0.5,weighted,89,64,25,71.91011235955057,3589.321799999998,325.16231999999945,27.811787773595842,False
H4,100.0,FVG,100,0.7,weighted,45,42,3,93.33333333333333,3599.405016000005,177.89262399999916,7.385806221527338,False
H4,100.0,FVG,100,0.8,weighted,25,25,0,100.0,2389.829592000002,0.0,0.0,False
H4,100.0,FVG,100,0.85,weighted,13,13,0,100.0,1289.450992,0.0,0.0,False
H4,100.0,OB,1,0.0,weighted,23,7,16,30.434782608695656,366.47389999999996,157.1347999999998,42.35826084147305,False
H4,100.0,OB,1,0.5,weighted,3,2,1,66.66666666666666,174.65745199999947,37.65954799999963,28.032072768144467,False
H4,100.0,OB,1,0.7,weighted,0,0,0,0.0,100.0,0.0,0.0,False
H4,100.0,OB,1,0.8,weighted,0,0,0,0.0,100.0,0.0,0.0,False
H4,100.0,OB,1,0.85,weighted,0,0,0,0.0,100.0,0.0,0.0,False
H4,100.0,OB,3,0.0,weighted,23,7,16,30.434782608695656,366.47389999999996,157.1347999999998,42.35826084147305,False
H4,100.0,OB,3,0.5,weighted,3,2,1,66.66666666666666,174.65745199999947,37.65954799999963,28.032072768144467,False
H4,100.0,OB,3,0.7,weighted,0,0,0,0.0,100.0,0.0,0.0,False
H4,100.0,OB,3,0.8,weighted,0,0,0,0.0,100.0,0.0,0.0,False
H4,100.0,OB,3,0.85,weighted,0,0,0,0.0,100.0,0.0,0.0,False
H4,100.0,OB,5,0.0,weighted,23,7,16,30.434782608695656,366.47389999999996,157.1347999999998,42.35826084147305,False
H4,100.0,OB,5,0.5,weighted,3,2,1,66.66666666666666,174.65745199999947,37.65954799999963,28.032072768144467,False
H4,100.0,OB,5,0.7,weighted,0,0,0,0.0,100.0,0.0,0.0,False
H4,100.0,OB,5,0.8,weighted,0,0,0,0.0,100.0,0.0,0.0,False
H4,100.0,OB,5,0.85,weighted,0,0,0,0.0,100.0,0.0,0.0,False
H4,100.0,OB,100,0.0,weighted,23,7,16,30.434782608695656,366.47389999999996,157.1347999999998,42.35826084147305,False
H4,100.0,OB,100,0.5,weighted,3,2,1,66.66666666666666,174.65745199999947,37.65954799999963,28.032072768144467,False
H4,100.0,OB,100,0.7,weighted,0,0,0,0.0,100.0,0.0,0.0,False
H4,100.0,OB,100,0.8,weighted,0,0,0,0.0,100.0,0.0,0.0,False
H4,100.0,OB,100,0.85,weighted,0,0,0,0.0,100.0,0.0,0.0,False
H4,100.0,BB,1,0.0,weighted,7,0,7,0.0,86.0,14.0,14.000000000000002,False
H4,100.0,BB,1,0.5,weighted,0,0,0,0.0,100.0,0.0,0.0,False
H4,100.0,BB,1,0.7,weighted,0,0,0,0.0,100.0,0.0,0.0,False
H4,100.0,BB,1,0.8,weighted,0,0,0,0.0,100.0,0.0,0.0,False
H4,100.0,BB,1,0.85,weighted,0,0,0,0.0,100.0,0.0,0.0,False
H4,100.0,BB,3,0.0,weighted,7,0,7,0.0,86.0,14.0,14.000000000000002,False
H4,100.0,BB,3,0.5,weighted,0,0,0,0.0,100.0,0.0,0.0,False
H4,100.0,BB,3,0.7,weighted,0,0,0,0.0,100.0,0.0,0.0,False
H4,100.0,BB,3,0.8,weighted,0,0,0,0.0,100.0,0.0,0.0,False
H4,100.0,BB,3,0.85,weighted,0,0,0,0.0,100.0,0.0,0.0,False
H4,100.0,BB,5,0.0,weighted,7,0,7,0.0,86.0,14.0,14.000000000000002,False
H4,100.0,BB,5,0.5,weighted,0,0,0,0.0,100.0,0.0,0.0,False
H4,100.0,BB,5,0.7,weighted,0,0,0,0.0,100.0,0.0,0.0,False
H4,100.0,BB,5,0.8,weighted,0,0,0,0.0,100.0,0.0,0.0,False
H4,100.0,BB,5,0.85,weighted,0,0,0,0.0,100.0,0.0,0.0,False
H4,100.0,BB,100,0.0,weighted,7,0,7,0.0,86.0,14.0,14.000000000000002,False
H4,100.0,BB,100,0.5,weighted,0,0,0,0.0,100.0,0.0,0.0,False
H4,100.0,BB,100,0.7,weighted,0,0,0,0.0,100.0,0.0,0.0,False
H4,100.0,BB,100,0.8,weighted,0,0,0,0.0,100.0,0.0,0.0,False
H4,100.0,BB,100,0.85,weighted,0,0,0,0.0,100.0,0.0,0.0,False
H4,100.0,Swapzone,1,0.0,weighted,26,10,16,38.46153846153847,0.0,573.5438079999976,102.32475650352187,True
H4,100.0,Swapzone,1,0.5,weighted,9,7,2,77.77777777777779,316.87409599999955,49.484127999999146,13.507033487529768,False
H4,100.0,Swapzone,1,0.7,weighted,0,0,0,0.0,100.0,0.0,0.0,False
H4,100.0,Swapzone,1,0.8,weighted,0,0,0,0.0,100.0,0.0,0.0,False
H4,100.0,Swapzone,1,0.85,weighted,0,0,0,0.0,100.0,0.0,0.0,False
H4,100.0,Swapzone,3,0.0,weighted,28,12,16,42.857142857142854,0.0,532.5044639999978,100.7808750911902,True
H4,100.0,Swapzone,3,0.5,weighted,9,7,2,77.77777777777779,316.87409599999955,49.484127999999146,13.507033487529768,False
H4,100.0,Swapzone,3,0.7,weighted,0,0,0,0.0,100.0,0.0,0.0,False
H4,100.0,Swapzone,3,0.8,weighted,0,0,0,0.0,100.0,0.0,0.0,False
H4,100.0,Swapzone,3,0.85,weighted,0,0,0,0.0,100.0,0.0,0.0,False
H4,100.0,Swapzone,5,0.0,weighted,28,12,16,42.857142857142854,0.0,532.5044639999978,100.7808750911902,True
H4,100.0,Swapzone,5,0.5,weighted,9,7,2,77.77777777777779,316.87409599999955,49.484127999999146,13.507033487529768,False
H4,100.0,Swapzone,5,0.7,weighted,0,0,0,0.0,100.0,0.0,0.0,False
H4,100.0,Swapzone,5,0.8,weighted,0,0,0,0.0,100.0,0.0,0.0,False
H4,100.0,Swapzone,5,0.85,weighted,0,0,0,0.0,100.0,0.0,0.0,False
H4,100.0,Swapzone,100,0.0,weighted,28,12,16,42.857142857142854,0.0,532.5044639999978,100.7808750911902,True
H4,100.0,Swapzone,100,0.5,weighted,9,7,2,77.77777777777779,316.87409599999955,49.484127999999146,13.507033487529768,False
H4,100.0,Swapzone,100,0.7,weighted,0,0,0,0.0,100.0,0.0,0.0,False
H4,100.0,Swapzone,100,0.8,weighted,0,0,0,0.0,100.0,0.0,0.0,False
H4,100.0,Swapzone,100,0.85,weighted,0,0,0,0.0,100.0,0.0,0.0,False
H4,100.0,BPR,1,0.0,weighted,15,9,6,60.0,0.0,351.6281599999984,131.36907806407248,True
H4,100.0,BPR,1,0.5,weighted,10,8,2,80.0,0.0,351.6281599999984,108.80058006486601,True
H4,100.0,BPR,1,0.7,weighted,5,3,2,60.0,0.0,351.6281599999984,193.6719721707496,True
H4,100.0,BPR,1,0.8,weighted,6,5,1,83.33333333333334,279.5739400000002,82.64300000000003,70.02308881781016,False
H4,100.0,BPR,1,0.85,weighted,3,3,0,100.0,316.7459400000007,0.0,0.0,False
H4,100.0,BPR,3,0.0,weighted,15,9,6,60.0,0.0,351.6281599999984,131.36907806407248,True
H4,100.0,BPR,3,0.5,weighted,10,8,2,80.0,0.0,351.6281599999984,108.80058006486601,True
H4,100.0,BPR,3,0.7,weighted,5,3,2,60.0,0.0,351.6281599999984,193.6719721707496,True
H4,100.0,BPR,3,0.8,weighted,6,5,1,83.33333333333334,279.5739400000002,82.64300000000003,70.02308881781016,False
H4,100.0,BPR,3,0.85,weighted,3,3,0,100.0,316.7459400000007,0.0,0.0,False
H4,100.0,BPR,5,0.0,weighted,15,9,6,60.0,0.0,351.6281599999984,131.36907806407248,True
H4,100.0,BPR,5,0.5,weighted,10,8,2,80.0,0.0,351.6281599999984,108.80058006486601,True
H4,100.0,BPR,5,0.7,weighted,5,3,2,60.0,0.0,351.6281599999984,193.6719721707496,True
H4,100.0,BPR,5,0.8,weighted,6,5,1,83.33333333333334,279.5739400000002,82.64300000000003,70.02308881781016,False
H4,100.0,BPR,5,0.85,weighted,3,3,0,100.0,316.7459400000007,0.0,0.0,False
H4,100.0,BPR,100,0.0,weighted,15,9,6,60.0,0.0,351.6281599999984,131.36907806407248,True
H4,100.0,BPR,100,0.5,weighted,10,8,2,80.0,0.0,351.6281599999984,108.80058006486601,True
H4,100.0,BPR,100,0.7,weighted,5,3,2,60.0,0.0,351.6281599999984,193.6719721707496,True
H4,100.0,BPR,100,0.8,weighted,6,5,1,83.33333333333334,279.5739400000002,82.64300000000003,70.02308881781016,False
H4,100.0,BPR,100,0.85,weighted,3,3,0,100.0,316.7459400000007,0.0,0.0,False
H4,100.0,IC,1,0.0,weighted,27,7,20,25.925925925925924,0.0,165.41758000000027,118.1457533386857,True
H4,100.0,IC,1,0.5,weighted,13,9,4,69.23076923076923,640.8891000000003,75.25186399999984,18.551161801518035,False
H4,100.0,IC,1,0.7,weighted,0,0,0,0.0,100.0,0.0,0.0,False
H4,100.0,IC,1,0.8,weighted,0,0,0,0.0,100.0,0.0,0.0,False
H4,100.0,IC,1,0.85,weighted,0,0,0,0.0,100.0,0.0,0.0,False
H4,100.0,IC,3,0.0,weighted,18,4,14,22.22222222222222,0.0,133.9315519999991,109.39604152482971,True
H4,100.0,IC,3,0.5,weighted,13,9,4,69.23076923076923,640.8891000000003,75.25186399999984,18.551161801518035,False
H4,100.0,IC,3,0.7,weighted,0,0,0,0.0,100.0,0.0,0.0,False
H4,100.0,IC,3,0.8,weighted,0,0,0,0.0,100.0,0.0,0.0,False
H4,100.0,IC,3,0.85,weighted,0,0,0,0.0,100.0,0.0,0.0,False
H4,100.0,IC,5,0.0,weighted,18,4,14,22.22222222222222,0.0,133.9315519999991,109.39604152482971,True
H4,100.0,IC,5,0.5,weighted,13,9,4,69.23076923076923,640.8891000000003,75.25186399999984,18.551161801518035,False
H4,100.0,IC,5,0.7,weighted,0,0,0,0.0,100.0,0.0,0.0,False
H4,100.0,IC,5,0.8,weighted,0,0,0,0.0,100.0,0.0,0.0,False
H4,100.0,IC,5,0.85,weighted,0,0,0,0.0,100.0,0.0,0.0,False
H4,100.0,IC,100,0.0,weighted,18,4,14,22.22222222222222,0.0,133.9315519999991,109.39604152482971,True
H4,100.0,IC,100,0.5,weighted,13,9,4,69.23076923076923,640.8891000000003,75.25186399999984,18.551161801518035,False
H4,100.0,IC,100,0.7,weighted,0,0,0,0.0,100.0,0.0,0.0,False
H4,100.0,IC,100,0.8,weighted,0,0,0,0.0,100.0,0.0,0.0,False
H4,100.0,IC,100,0.85,weighted,0,0,0,0.0,100.0,0.0,0.0,False
H4,100.0,COMBINED,1,0.0,weighted,242,100,142,41.32231404958678,2176.813171999992,566.0262159999993,68.59828388739756,False
H4,100.0,COMBINED,1,0.5,weighted,122,95,27,77.8688524590164,4829.521563999995,209.86550399999942,19.041100341512625,False
H4,100.0,COMBINED,1,0.7,weighted,9,7,2,77.77777777777779,0.0,351.6281599999984,105.69283596063721,True
H4,100.0,COMBINED,1,0.8,weighted,30,29,1,96.66666666666667,2551.381032000002,82.64300000000003,19.157009255828303,False
H4,100.0,COMBINED,1,0.85,weighted,16,16,0,100.0,1506.1969320000007,0.0,0.0,False
H4,100.0,COMBINED,3,0.0,weighted,381,162,219,42.51968503937008,3207.7123279999905,802.4994879999986,67.96784781092805,False
H4,100.0,COMBINED,3,0.5,weighted,164,116,48,70.73170731707317,5238.355655999996,464.3274960000008,35.626696537414816,False
H4,100.0,COMBINED,3,0.7,weighted,63,56,7,88.88888888888889,3827.7854040000084,351.6281599999984,88.96058778667462,False
H4,100.0,COMBINED,3,0.8,weighted,31,30,1,96.7741935483871,2569.403532000002,82.64300000000003,18.388782132206742,False
H4,100.0,COMBINED,3,0.85,weighted,16,16,0,100.0,1506.1969320000007,0.0,0.0,False
H4,100.0,COMBINED,5,0.0,weighted,381,162,219,42.51968503937008,3207.7123279999905,802.4994879999986,67.96784781092805,False
H4,100.0,COMBINED,5,0.5,weighted,164,116,48,70.73170731707317,5238.355655999996,464.3274960000008,35.626696537414816,False
H4,100.0,COMBINED,5,0.7,weighted,63,56,7,88.88888888888889,3827.7854040000084,351.6281599999984,88.96058778667462,False
H4,100.0,COMBINED,5,0.8,weighted,31,30,1,96.7741935483871,2569.403532000002,82.64300000000003,18.388782132206742,False
H4,100.0,COMBINED,5,0.85,weighted,16,16,0,100.0,1506.1969320000007,0.0,0.0,False
H4,100.0,COMBINED,100,0.0,weighted,381,162,219,42.51968503937008,3207.7123279999905,802.4994879999986,67.96784781092805,False
H4,100.0,COMBINED,100,0.5,weighted,164,116,48,70.73170731707317,5238.355655999996,464.3274960000008,35.626696537414816,False
H4,100.0,COMBINED,100,0.7,weighted,63,56,7,88.88888888888889,3827.7854040000084,351.6281599999984,88.96058778667462,False
H4,100.0,COMBINED,100,0.8,weighted,31,30,1,96.7741935483871,2569.403532000002,82.64300000000003,18.388782132206742,False
H4,100.0,COMBINED,100,0.85,weighted,16,16,0,100.0,1506.1969320000007,0.0,0.0,False
D1,50.0,FVG,1,0.0,equal,29,17,12,58.620689655172406,841.2262339999997,220.05824800000028,34.84197069927802,False
D1,50.0,FVG,1,0.5,equal,22,17,5,77.27272727272727,1236.2512459999998,108.0363099999995,34.84197069927802,False
D1,50.0,FVG,1,0.7,equal,16,16,0,100.0,1383.0686559999995,0.0,0.0,False
D1,50.0,FVG,1,0.8,equal,12,12,0,100.0,1197.5108419999997,0.0,0.0,False
D1,50.0,FVG,1,0.85,equal,7,7,0,100.0,959.7687579999983,0.0,0.0,False
D1,50.0,FVG,3,0.0,equal,29,17,12,58.620689655172406,841.2262339999997,220.05824800000028,34.84197069927802,False
D1,50.0,FVG,3,0.5,equal,22,17,5,77.27272727272727,1236.2512459999998,108.0363099999995,34.84197069927802,False
D1,50.0,FVG,3,0.7,equal,16,16,0,100.0,1383.0686559999995,0.0,0.0,False
D1,50.0,FVG,3,0.8,equal,12,12,0,100.0,1197.5108419999997,0.0,0.0,False
D1,50.0,FVG,3,0.85,equal,7,7,0,100.0,959.7687579999983,0.0,0.0,False
D1,50.0,FVG,5,0.0,equal,29,17,12,58.620689655172406,841.2262339999997,220.05824800000028,34.84197069927802,False
D1,50.0,FVG,5,0.5,equal,22,17,5,77.27272727272727,1236.2512459999998,108.0363099999995,34.84197069927802,False
D1,50.0,FVG,5,0.7,equal,16,16,0,100.0,1383.0686559999995,0.0,0.0,False
D1,50.0,FVG,5,0.8,equal,12,12,0,100.0,1197.5108419999997,0.0,0.0,False
D1,50.0,FVG,5,0.85,equal,7,7,0,100.0,959.7687579999983,0.0,0.0,False
D1,50.0,FVG,100,0.0,equal,29,17,12,58.620689655172406,841.2262339999997,220.05824800000028,34.84197069927802,False
D1,50.0,FVG,100,0.5,equal,22,17,5,77.27272727272727,1236.2512459999998,108.0363099999995,34.84197069927802,False
D1,50.0,FVG,100,0.7,equal,16,16,0,100.0,1383.0686559999995,0.0,0.0,False
D1,50.0,FVG,100,0.8,equal,12,12,0,100.0,1197.5108419999997,0.0,0.0,False
D1,50.0,FVG,100,0.85,equal,7,7,0,100.0,959.7687579999983,0.0,0.0,False
D1,50.0,OB,1,0.0,equal,2,0,2,0.0,0.0,120.7009479999997,241.40189599999943,True
D1,50.0,OB,1,0.5,equal,0,0,0,0.0,50.0,0.0,0.0,False
D1,50.0,OB,1,0.7,equal,0,0,0,0.0,50.0,0.0,0.0,False
D1,50.0,OB,1,0.8,equal,0,0,0,0.0,50.0,0.0,0.0,False
D1,50.0,OB,1,0.85,equal,0,0,0,0.0,50.0,0.0,0.0,False
D1,50.0,OB,3,0.0,equal,2,0,2,0.0,0.0,120.7009479999997,241.40189599999943,True
D1,50.0,OB,3,0.5,equal,0,0,0,0.0,50.0,0.0,0.0,False
D1,50.0,OB,3,0.7,equal,0,0,0,0.0,50.0,0.0,0.0,False
D1,50.0,OB,3,0.8,equal,0,0,0,0.0,50.0,0.0,0.0,False
D1,50.0,OB,3,0.85,equal,0,0,0,0.0,50.0,0.0,0.0,False
D1,50.0,OB,5,0.0,equal,2,0,2,0.0,0.0,120.7009479999997,241.40189599999943,True
D1,50.0,OB,5,0.5,equal,0,0,0,0.0,50.0,0.0,0.0,False
D1,50.0,OB,5,0.7,equal,0,0,0,0.0,50.0,0.0,0.0,False
D1,50.0,OB,5,0.8,equal,0,0,0,0.0,50.0,0.0,0.0,False
D1,50.0,OB,5,0.85,equal,0,0,0,0.0,50.0,0.0,0.0,False
D1,50.0,OB,100,0.0,equal,2,0,2,0.0,0.0,120.7009479999997,241.40189599999943,True
D1,50.0,OB,100,0.5,equal,0,0,0,0.0,50.0,0.0,0.0,False
D1,50.0,OB,100,0.7,equal,0,0,0,0.0,50.0,0.0,0.0,False
D1,50.0,OB,100,0.8,equal,0,0,0,0.0,50.0,0.0,0.0,False
D1,50.0,OB,100,0.85,equal,0,0,0,0.0,50.0,0.0,0.0,False
D1,50.0,BB,1,0.0,equal,2,0,2,0.0,46.0,4.0,8.0,False
D1,50.0,BB,1,0.5,equal,0,0,0,0.0,50.0,0.0,0.0,False
D1,50.0,BB,1,0.7,equal,0,0,0,0.0,50.0,0.0,0.0,False
D1,50.0,BB,1,0.8,equal,0,0,0,0.0,50.0,0.0,0.0,False
D1,50.0,BB,1,0.85,equal,0,0,0,0.0,50.0,0.0,0.0,False
D1,50.0,BB,3,0.0,equal,2,0,2,0.0,46.0,4.0,8.0,False
D1,50.0,BB,3,0.5,equal,0,0,0,0.0,50.0,0.0,0.0,False
D1,50.0,BB,3,0.7,equal,0,0,0,0.0,50.0,0.0,0.0,False
D1,50.0,BB,3,0.8,equal,0,0,0,0.0,50.0,0.0,0.0,False
D1,50.0,BB,3,0.85,equal,0,0,0,0.0,50.0,0.0,0.0,False
D1,50.0,BB,5,0.0,equal,2,0,2,0.0,46.0,4.0,8.0,False
D1,50.0,BB,5,0.5,equal,0,0,0,0.0,50.0,0.0,0.0,False
D1,50.0,BB,5,0.7,equal,0,0,0,0.0,50.0,0.0,0.0,False
D1,50.0,BB,5,0.8,equal,0,0,0,0.0,50.0,0.0,0.0,False
D1,50.0,BB,5,0.85,equal,0,0,0,0.0,50.0,0.0,0.0,False
D1,50.0,BB,100,0.0,equal,2,0,2,0.0,46.0,4.0,8.0,False
D1,50.0,BB,100,0.5,equal,0,0,0,0.0,50.0,0.0,0.0,False
D1,50.0,BB,100,0.7,equal,0,0,0,0.0,50.0,0.0,0.0,False
D1,50.0,BB,100,0.8,equal,0,0,0,0.0,50.0,0.0,0.0,False
D1,50.0,BB,100,0.85,equal,0,0,0,0.0,50.0,0.0,0.0,False
D1,50.0,Swapzone,1,0.0,equal,2,0,2,0.0,0.0,185.16015399999924,370.3203079999985,True
D1,50.0,Swapzone,1,0.5,equal,1,1,0,100.0,165.02600000000075,0.0,0.0,False
D1,50.0,Swapzone,1,0.7,equal,0,0,0,0.0,50.0,0.0,0.0,False
D1,50.0,Swapzone,1,0.8,equal,0,0,0,0.0,50.0,0.0,0.0,False
D1,50.0,Swapzone,1,0.85,equal,0,0,0,0.0,50.0,0.0,0.0,False
D1,50.0,Swapzone,3,0.0,equal,2,0,2,0.0,0.0,185.16015399999924,370.3203079999985,True
D1,50.0,Swapzone,3,0.5,equal,1,1,0,100.0,165.02600000000075,0.0,0.0,False
D1,50.0,Swapzone,3,0.7,equal,0,0,0,0.0,50.0,0.0,0.0,False
D1,50.0,Swapzone,3,0.8,equal,0,0,0,0.0,50.0,0.0,0.0,False
D1,50.0,Swapzone,3,0.85,equal,0,0,0,0.0,50.0,0.0,0.0,False
D1,50.0,Swapzone,5,0.0,equal,2,0,2,0.0,0.0,185.16015399999924,370.3203079999985,True
D1,50.0,Swapzone,5,0.5,equal,1,1,0,100.0,165.02600000000075,0.0,0.0,False
D1,50.0,Swapzone,5,0.7,equal,0,0,0,0.0,50.0,0.0,0.0,False
D1,50.0,Swapzone,5,0.8,equal,0,0,0,0.0,50.0,0.0,0.0,False
D1,50.0,Swapzone,5,0.85,equal,0,0,0,0.0,50.0,0.0,0.0,False
D1,50.0,Swapzone,100,0.0,equal,2,0,2,0.0,0.0,185.16015399999924,370.3203079999985,True
